"Tabela 2612 - Nascidos vivos, ocorridos no ano, por mês do nascimento, sexo, local de nascimento, número de nascidos por parto, idade da mãe na ocasião do parto e lugar de residência da mãe",,,,,,,,,,,,,,,,
Variável - Nascidos vivos ocorridos no ano (Pessoas),,,,,,,,,,,,,,,,
Nível,Cód.,Município,Número de nascidos por parto,Idade da mãe na ocasião do parto,Ano x Mês do nascimento x Sexo x Local do nascimento,,,,,,,,,,,
Nível,Cód.,Município,Número de nascidos por parto,Idade da mãe na ocasião do parto,2016,,,,,,,,,,,
Nível,Cód.,Município,Número de nascidos por parto,Idade da mãe na ocasião do parto,Janeiro,Fevereiro,Março,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro
Nível,Cód.,Município,Número de nascidos por parto,Idade da mãe na ocasião do parto,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total
Nível,Cód.,Município,Número de nascidos por parto,Idade da mãe na ocasião do parto,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total
MU,2801306,Capela (SE),Total,Total,48,33,44,53,50,40,49,30,42,37,35,46
MU,2801405,Carira (SE),Total,Total,27,21,22,21,29,20,20,19,10,21,18,18
MU,2801504,Carmópolis (SE),Total,Total,27,21,26,19,28,24,32,21,25,24,24,16
MU,2801603,Cedro de São João (SE),Total,Total,9,8,6,9,8,7,6,10,5,6,7,10
MU,2801702,Cristinápolis (SE),Total,Total,29,27,23,24,25,22,28,21,26,25,26,27
MU,2801900,Cumbe (SE),Total,Total,7,2,3,-,6,8,5,4,5,5,4,4
MU,2802007,Divina Pastora (SE),Total,Total,3,7,5,6,4,5,7,1,8,5,4,2
MU,2802106,Estância (SE),Total,Total,58,69,95,112,111,102,90,72,79,73,66,71
MU,2802205,Feira Nova (SE),Total,Total,4,7,5,8,7,6,12,9,8,3,4,5
MU,2802304,Frei Paulo (SE),Total,Total,21,22,11,16,18,22,19,18,12,11,13,12
MU,2802403,Gararu (SE),Total,Total,10,12,18,11,16,20,13,6,9,13,9,10
MU,2802502,General Maynard (SE),Total,Total,1,1,3,1,5,3,4,4,3,3,9,3
MU,2802601,Gracho Cardoso (SE),Total,Total,11,11,5,9,8,8,7,4,5,12,5,3
MU,2802700,Ilha das Flores (SE),Total,Total,9,8,13,15,12,15,11,14,6,11,8,11
MU,2802809,Indiaroba (SE),Total,Total,27,10,23,19,29,21,25,27,26,18,14,11
MU,2802908,Itabaiana (SE),Total,Total,103,93,107,120,127,105,96,101,84,94,91,106
MU,2803005,Itabaianinha (SE),Total,Total,48,55,63,51,62,64,55,47,50,29,41,38
MU,2803104,Itabi (SE),Total,Total,2,4,6,3,7,7,8,5,5,3,7,4
MU,2803203,Itaporanga d'Ajuda (SE),Total,Total,31,25,43,52,63,52,40,46,44,48,39,30
MU,2803302,Japaratuba (SE),Total,Total,16,21,14,20,29,26,23,17,9,13,21,20
MU,2803401,Japoatã (SE),Total,Total,16,10,23,17,26,17,16,14,18,11,16,15
MU,2803500,Lagarto (SE),Total,Total,92,111,128,153,127,117,104,102,116,112,83,81
MU,2803609,Laranjeiras (SE),Total,Total,32,25,35,37,45,47,35,31,37,26,32,25
MU,2803708,Macambira (SE),Total,Total,10,9,10,9,9,10,6,8,6,8,5,3
MU,2803807,Malhada dos Bois (SE),Total,Total,3,9,4,8,7,6,7,8,3,4,7,4
MU,2803906,Malhador (SE),Total,Total,20,8,15,13,19,14,20,12,16,14,15,18
MU,2804003,Maruim (SE),Total,Total,19,25,22,15,18,21,36,24,12,27,11,31
MU,2804102,Moita Bonita (SE),Total,Total,15,11,8,9,12,14,9,8,3,11,12,7
MU,2804201,Monte Alegre de Sergipe (SE),Total,Total,19,24,17,22,26,19,26,16,12,19,9,15
MU,2804300,Muribeca (SE),Total,Total,8,8,14,11,11,7,7,8,7,4,4,9
MU,2804409,Neópolis (SE),Total,Total,22,16,30,25,23,27,28,29,21,23,20,15
MU,2804458,Nossa Senhora Aparecida (SE),Total,Total,9,10,8,8,13,7,7,5,7,12,7,13
MU,2804508,Nossa Senhora da Glória (SE),Total,Total,45,40,42,52,50,40,47,45,46,52,41,28
MU,2804607,Nossa Senhora das Dores (SE),Total,Total,33,25,43,35,34,31,28,28,21,25,22,19
MU,2804706,Nossa Senhora de Lourdes (SE),Total,Total,10,3,12,10,6,10,13,14,4,2,3,7
MU,2804805,Nossa Senhora do Socorro (SE),Total,Total,204,199,266,261,283,276,236,208,212,213,190,192
MU,2804904,Pacatuba (SE),Total,Total,21,14,24,29,22,21,23,30,23,15,14,18
MU,2805000,Pedra Mole (SE),Total,Total,2,2,3,6,6,5,4,-,2,2,3,1
MU,2805109,Pedrinhas (SE),Total,Total,10,7,18,10,9,6,10,6,10,8,7,9
MU,2805208,Pinhão (SE),Total,Total,9,8,7,9,5,10,7,4,6,4,3,4
MU,2805307,Pirambu (SE),Total,Total,8,18,17,14,12,11,15,11,6,11,13,8
MU,2805406,Poço Redondo (SE),Total,Total,40,41,45,65,45,43,43,41,32,46,28,28
MU,2805505,Poço Verde (SE),Total,Total,24,18,26,24,28,26,21,23,23,22,21,11
MU,2805604,Porto da Folha (SE),Total,Total,32,36,47,35,40,38,31,28,37,23,26,20
MU,2805703,Propriá (SE),Total,Total,40,47,33,42,38,47,41,39,33,40,30,31
MU,2805802,Riachão do Dantas (SE),Total,Total,23,16,19,22,39,20,18,22,10,18,18,15
MU,2805901,Riachuelo (SE),Total,Total,13,15,11,16,11,11,12,20,11,11,11,15
MU,2806008,Ribeirópolis (SE),Total,Total,15,12,18,18,17,15,17,10,14,11,17,8
MU,2806107,Rosário do Catete (SE),Total,Total,22,16,15,16,15,11,19,14,14,16,8,19
MU,2806206,Salgado (SE),Total,Total,22,27,24,23,26,25,25,20,23,19,16,26
MU,2806305,Santa Luzia do Itanhy (SE),Total,Total,12,12,21,15,23,21,14,17,17,13,13,5
MU,2806404,Santana do São Francisco (SE),Total,Total,9,6,8,9,8,16,14,8,10,8,8,7
MU,2806503,Santa Rosa de Lima (SE),Total,Total,9,4,6,8,8,-,5,8,6,3,2,6
MU,2806602,Santo Amaro das Brotas (SE),Total,Total,13,12,25,18,19,10,20,16,8,18,4,17
MU,2806701,São Cristóvão (SE),Total,Total,101,108,140,117,117,122,99,108,91,82,82,100
MU,2806800,São Domingos (SE),Total,Total,8,18,11,9,13,15,9,11,10,4,14,8
MU,2806909,São Francisco (SE),Total,Total,3,1,5,2,5,3,4,2,2,4,3,5
MU,2807006,São Miguel do Aleixo (SE),Total,Total,5,2,5,7,4,3,4,1,3,3,-,3
MU,2807105,Simão Dias (SE),Total,Total,47,53,51,56,60,62,38,46,45,49,40,52
MU,2807204,Siriri (SE),Total,Total,5,7,12,12,7,4,10,11,3,8,10,6
MU,2807303,Telha (SE),Total,Total,4,2,4,2,3,-,2,4,5,4,3,2
MU,2807402,Tobias Barreto (SE),Total,Total,64,55,75,53,56,45,52,45,26,49,35,41
MU,2807501,Tomar do Geru (SE),Total,Total,13,14,20,13,17,22,16,9,7,15,16,17
MU,2807600,Umbaúba (SE),Total,Total,36,42,36,37,38,40,45,32,26,32,38,28
MU,2900108,Abaíra (BA),Total,Total,9,3,3,8,6,6,5,8,8,2,2,1
MU,2900207,Abaré (BA),Total,Total,14,26,26,19,20,26,22,32,27,22,12,20
MU,2900306,Acajutiba (BA),Total,Total,8,9,18,15,13,20,20,18,13,19,8,18
MU,2900355,Adustina (BA),Total,Total,11,7,14,17,14,15,19,14,12,8,8,16
MU,2900405,Água Fria (BA),Total,Total,10,15,23,20,22,14,21,13,18,13,13,8
MU,2900504,Érico Cardoso (BA),Total,Total,7,11,15,10,11,10,9,10,15,7,8,8
MU,2900603,Aiquara (BA),Total,Total,4,4,2,4,6,1,8,5,4,4,4,3
MU,2900702,Alagoinhas (BA),Total,Total,199,166,205,203,215,230,200,190,175,170,166,177
MU,2900801,Alcobaça (BA),Total,Total,29,23,32,31,29,37,28,19,25,21,22,28
MU,2900900,Almadina (BA),Total,Total,4,4,11,7,6,9,6,5,4,3,6,5
MU,2901007,Amargosa (BA),Total,Total,43,27,38,35,58,39,54,37,41,37,35,30
MU,2901106,Amélia Rodrigues (BA),Total,Total,32,22,21,35,27,25,18,24,26,19,23,15
MU,2901155,América Dourada (BA),Total,Total,30,22,24,24,17,28,17,19,19,16,16,11
MU,2901205,Anagé (BA),Total,Total,22,24,26,24,20,17,12,26,22,12,16,13
MU,2901304,Andaraí (BA),Total,Total,10,8,18,19,9,14,13,12,13,16,9,12
MU,2901353,Andorinha (BA),Total,Total,14,11,19,13,21,15,19,18,17,16,20,17
MU,2901403,Angical (BA),Total,Total,16,20,22,20,29,13,16,14,10,17,12,23
MU,2901502,Anguera (BA),Total,Total,17,4,6,6,9,11,6,7,11,6,4,6
MU,2901601,Antas (BA),Total,Total,7,11,10,16,12,17,17,9,9,8,6,8
MU,2901700,Antônio Cardoso (BA),Total,Total,14,10,20,13,26,11,13,13,12,10,8,9
MU,2901809,Antônio Gonçalves (BA),Total,Total,12,17,19,14,9,20,16,14,6,12,9,16
MU,2901908,Aporá (BA),Total,Total,12,17,23,16,14,23,17,25,23,15,16,17
MU,2901957,Apuarema (BA),Total,Total,7,7,4,5,6,3,4,4,3,5,3,3
MU,2902005,Aracatu (BA),Total,Total,10,11,13,17,16,13,11,12,17,11,9,22
MU,2902054,Araçás (BA),Total,Total,13,11,14,16,16,19,15,13,14,16,12,12
MU,2902104,Araci (BA),Total,Total,58,52,59,66,71,75,51,53,56,42,50,53
MU,2902203,Aramari (BA),Total,Total,13,11,14,8,13,11,13,18,15,11,8,8
MU,2902252,Arataca (BA),Total,Total,13,8,12,11,11,12,7,11,10,6,13,8
MU,2902302,Aratuípe (BA),Total,Total,13,5,19,4,20,13,9,7,13,8,12,3
MU,2902401,Aurelino Leal (BA),Total,Total,16,23,15,19,25,24,14,23,14,16,15,14
MU,2902500,Baianópolis (BA),Total,Total,21,16,16,22,20,11,24,20,21,21,17,16
MU,2902609,Baixa Grande (BA),Total,Total,22,16,27,21,19,17,21,20,23,18,16,19
MU,2902658,Banzaê (BA),Total,Total,11,15,9,11,17,5,12,8,14,10,10,12
MU,2902708,Barra (BA),Total,Total,62,67,73,83,87,78,68,81,65,76,66,67
MU,2902807,Barra da Estiva (BA),Total,Total,28,32,29,44,47,28,25,25,32,41,24,28
MU,2902906,Barra do Choça (BA),Total,Total,39,51,64,55,59,60,40,34,46,53,39,47
MU,2903003,Barra do Mendes (BA),Total,Total,13,16,12,16,11,20,16,8,14,14,12,24
MU,2903102,Barra do Rocha (BA),Total,Total,5,6,6,8,5,5,3,7,5,5,8,5
MU,2903201,Barreiras (BA),Total,Total,216,205,237,211,207,198,208,192,193,180,170,198
MU,2903235,Barro Alto (BA),Total,Total,19,10,14,16,9,16,18,16,16,18,8,11
MU,2903276,Barrocas (BA),Total,Total,15,17,14,23,19,19,14,20,8,17,17,18
MU,2903300,Barro Preto (BA),Total,Total,7,4,12,11,10,9,4,9,9,13,3,8
MU,2903409,Belmonte (BA),Total,Total,20,19,34,20,32,28,26,22,25,22,23,18
MU,2903508,Belo Campo (BA),Total,Total,25,17,12,25,15,22,18,17,14,19,8,13
MU,2903607,Biritinga (BA),Total,Total,10,17,20,19,19,18,19,20,14,19,15,17
MU,2903706,Boa Nova (BA),Total,Total,13,14,21,8,17,12,26,18,15,19,15,21
MU,2903805,Boa Vista do Tupim (BA),Total,Total,11,24,22,23,21,22,17,19,27,9,14,27
MU,2903904,Bom Jesus da Lapa (BA),Total,Total,98,95,109,104,99,98,97,73,84,99,81,87
MU,2903953,Bom Jesus da Serra (BA),Total,Total,12,6,7,9,14,10,11,10,14,7,10,15
MU,2904001,Boninal (BA),Total,Total,7,15,15,18,12,16,10,12,11,13,13,15
MU,2904050,Bonito (BA),Total,Total,22,26,22,27,20,17,28,19,13,12,17,22
MU,2904100,Boquira (BA),Total,Total,14,22,24,28,20,19,24,23,25,22,25,25
MU,2904209,Botuporã (BA),Total,Total,9,13,9,13,15,18,8,13,9,15,6,3
MU,2904308,Brejões (BA),Total,Total,13,13,12,21,17,9,20,13,10,11,13,13
MU,2904407,Brejolândia (BA),Total,Total,5,9,11,13,6,7,10,11,9,6,9,8
MU,2904506,Brotas de Macaúbas (BA),Total,Total,14,8,19,10,9,5,18,8,15,9,14,7
MU,2904605,Brumado (BA),Total,Total,90,85,72,66,97,70,79,63,75,59,52,42
MU,2904704,Buerarema (BA),Total,Total,12,20,17,19,15,27,31,21,20,14,19,12
MU,2904753,Buritirama (BA),Total,Total,26,20,19,26,24,15,26,24,28,26,27,16
MU,2904803,Caatiba (BA),Total,Total,2,10,5,11,9,12,6,4,4,5,7,8
MU,2904852,Cabaceiras do Paraguaçu (BA),Total,Total,21,12,38,23,20,21,25,23,17,17,19,11
MU,2904902,Cachoeira (BA),Total,Total,35,31,30,41,44,42,41,32,36,23,37,41
MU,2905008,Caculé (BA),Total,Total,27,21,35,21,27,21,14,17,23,23,14,16
MU,2905107,Caém (BA),Total,Total,6,3,13,12,16,15,7,8,6,12,5,9
MU,2905156,Caetanos (BA),Total,Total,14,7,13,7,15,11,10,15,18,6,6,11
MU,2905206,Caetité (BA),Total,Total,57,56,58,55,57,51,57,67,59,61,48,65
MU,2905305,Cafarnaum (BA),Total,Total,24,15,34,16,22,34,28,21,24,25,21,13
MU,2905404,Cairu (BA),Total,Total,16,23,22,26,33,36,22,29,24,20,14,25
MU,2905503,Caldeirão Grande (BA),Total,Total,14,19,20,16,18,23,11,14,24,13,13,13
MU,2905602,Camacan (BA),Total,Total,24,32,42,31,27,35,21,30,38,28,28,26
MU,2905701,Camaçari (BA),Total,Total,350,331,400,369,433,369,377,345,314,292,278,310
MU,2905800,Camamu (BA),Total,Total,48,47,55,52,58,50,45,59,54,41,52,46
MU,2905909,Campo Alegre de Lourdes (BA),Total,Total,28,22,40,54,40,42,41,33,24,33,33,20
MU,2906006,Campo Formoso (BA),Total,Total,78,107,95,83,100,109,92,108,92,75,82,75
MU,2906105,Canápolis (BA),Total,Total,10,9,9,7,8,13,12,19,15,11,7,19
MU,2906204,Canarana (BA),Total,Total,30,31,33,24,32,43,32,27,37,23,23,20
MU,2906303,Canavieiras (BA),Total,Total,46,44,49,39,54,45,43,37,45,37,34,32
MU,2906402,Candeal (BA),Total,Total,9,7,10,7,12,10,10,11,5,8,1,6
MU,2906501,Candeias (BA),Total,Total,109,96,89,97,107,105,90,77,72,69,69,81
MU,2906600,Candiba (BA),Total,Total,10,18,14,6,8,9,11,10,8,12,7,17
MU,2906709,Cândido Sales (BA),Total,Total,33,28,27,35,33,28,27,39,27,23,28,15
MU,2906808,Cansanção (BA),Total,Total,30,29,36,49,49,48,43,37,41,37,29,43
MU,2906824,Canudos (BA),Total,Total,12,28,24,16,18,21,18,23,9,26,13,13
MU,2906857,Capela do Alto Alegre (BA),Total,Total,7,12,5,11,10,22,8,5,10,2,8,8
MU,2906873,Capim Grosso (BA),Total,Total,39,47,46,49,42,34,38,38,35,27,36,41
MU,2906899,Caraíbas (BA),Total,Total,8,9,10,6,9,13,7,6,7,7,10,6
MU,2906907,Caravelas (BA),Total,Total,21,19,22,24,33,27,20,22,20,25,17,18
MU,2907004,Cardeal da Silva (BA),Total,Total,4,10,12,19,17,13,7,12,10,9,7,13
MU,2907103,Carinhanha (BA),Total,Total,34,31,40,57,38,49,29,32,33,40,32,35
MU,2907202,Casa Nova (BA),Total,Total,89,82,99,95,92,83,87,92,68,77,76,78
MU,2907301,Castro Alves (BA),Total,Total,34,30,25,25,33,36,32,38,22,28,25,25
MU,2907400,Catolândia (BA),Total,Total,6,3,-,2,4,7,2,3,2,4,1,5
MU,2907509,Catu (BA),Total,Total,52,44,55,51,41,50,60,38,58,55,29,36
MU,2907558,Caturama (BA),Total,Total,17,7,15,8,8,7,15,11,13,3,3,7
MU,2907608,Central (BA),Total,Total,23,17,15,19,20,19,18,23,16,16,18,18
MU,2907707,Chorrochó (BA),Total,Total,12,13,15,13,18,13,15,13,12,19,7,13
MU,2907806,Cícero Dantas (BA),Total,Total,35,29,29,28,38,30,33,30,28,17,25,25
MU,2907905,Cipó (BA),Total,Total,25,26,18,20,18,26,23,22,30,17,26,18
MU,2908002,Coaraci (BA),Total,Total,19,27,21,26,21,24,20,19,19,31,19,15
MU,2908101,Cocos (BA),Total,Total,25,23,20,23,23,23,15,26,24,16,16,15
MU,2908200,Conceição da Feira (BA),Total,Total,22,22,26,23,26,25,23,24,8,13,15,25
MU,2908309,Conceição do Almeida (BA),Total,Total,22,19,12,12,21,19,15,15,13,16,10,11
MU,2908408,Conceição do Coité (BA),Total,Total,81,74,79,85,127,107,103,89,72,71,61,64
MU,2908507,Conceição do Jacuípe (BA),Total,Total,34,28,36,38,40,29,33,28,28,32,34,30
MU,2908606,Conde (BA),Total,Total,28,31,36,34,26,27,41,31,31,34,29,23
MU,2908705,Condeúba (BA),Total,Total,18,16,28,21,17,19,21,20,12,20,21,12
MU,2908804,Contendas do Sincorá (BA),Total,Total,8,3,7,5,6,4,2,5,4,4,3,4
MU,2908903,Coração de Maria (BA),Total,Total,18,27,32,26,22,38,26,33,17,26,18,27
MU,2909000,Cordeiros (BA),Total,Total,8,10,6,6,7,8,3,9,8,4,6,8
MU,2909109,Coribe (BA),Total,Total,15,13,23,13,13,15,19,8,11,23,14,11
MU,2909208,Coronel João Sá (BA),Total,Total,27,10,22,18,21,18,14,9,19,4,17,13
MU,2909307,Correntina (BA),Total,Total,36,26,44,39,36,41,37,31,33,41,34,28
MU,2909406,Cotegipe (BA),Total,Total,20,16,15,15,12,18,12,10,21,14,13,8
MU,2909505,Cravolândia (BA),Total,Total,6,7,6,6,5,6,3,8,7,3,6,7
MU,2909604,Crisópolis (BA),Total,Total,25,16,20,25,28,30,32,21,19,19,18,21
MU,2909703,Cristópolis (BA),Total,Total,7,17,21,9,23,13,14,14,12,12,12,10
MU,2909802,Cruz das Almas (BA),Total,Total,58,67,67,77,72,71,67,66,50,60,60,47
MU,2909901,Curaçá (BA),Total,Total,45,44,57,59,43,32,57,41,35,40,29,43
MU,2910008,Dário Meira (BA),Total,Total,6,3,17,8,10,15,16,8,14,11,10,15
MU,2910057,Dias d'Ávila (BA),Total,Total,81,80,110,106,111,106,106,99,107,90,81,90
MU,2910107,Dom Basílio (BA),Total,Total,11,13,14,13,10,16,8,10,12,8,6,11
MU,2910206,Dom Macedo Costa (BA),Total,Total,3,7,4,4,5,5,3,4,6,2,6,6
MU,2910305,Elísio Medrado (BA),Total,Total,6,6,9,3,4,9,7,2,7,6,3,6
MU,2910404,Encruzilhada (BA),Total,Total,21,15,30,23,12,21,23,22,16,18,13,9
MU,2910503,Entre Rios (BA),Total,Total,38,36,66,59,68,52,52,49,50,40,36,40
MU,2910602,Esplanada (BA),Total,Total,44,34,55,54,41,55,51,44,39,42,36,36
MU,2910701,Euclides da Cunha (BA),Total,Total,61,46,68,46,88,66,72,62,74,55,50,45
MU,2910727,Eunápolis (BA),Total,Total,134,132,177,144,179,138,158,149,115,117,127,143
MU,2910750,Fátima (BA),Total,Total,22,12,22,17,23,30,4,16,13,18,17,11
MU,2910776,Feira da Mata (BA),Total,Total,4,5,9,2,5,3,6,7,5,2,9,4
MU,2910800,Feira de Santana (BA),Total,Total,756,821,872,849,857,837,802,748,727,730,627,681
MU,2910859,Filadélfia (BA),Total,Total,25,22,11,28,20,18,20,22,16,35,13,29
MU,2910909,Firmino Alves (BA),Total,Total,5,8,5,4,3,5,6,7,6,4,4,1
MU,2911006,Floresta Azul (BA),Total,Total,13,11,12,13,18,10,10,10,6,11,9,7
MU,2911105,Formosa do Rio Preto (BA),Total,Total,37,33,60,38,54,43,41,41,37,31,33,37
MU,2911204,Gandu (BA),Total,Total,36,39,59,33,50,46,39,37,30,35,29,29
MU,2911253,Gavião (BA),Total,Total,3,3,4,2,3,5,2,1,4,7,4,6
MU,2911303,Gentio do Ouro (BA),Total,Total,13,12,6,5,10,7,19,16,14,13,9,10
MU,2911402,Glória (BA),Total,Total,16,14,23,23,18,15,24,18,23,21,13,17
MU,2911501,Gongogi (BA),Total,Total,6,3,12,9,2,3,6,5,6,1,3,5
MU,2911600,Governador Mangabeira (BA),Total,Total,19,17,25,23,33,32,28,26,24,24,14,19
MU,2911659,Guajeru (BA),Total,Total,8,9,10,3,8,8,9,11,8,5,5,5
MU,2911709,Guanambi (BA),Total,Total,94,86,108,109,104,107,84,101,75,87,84,98
MU,2911808,Guaratinga (BA),Total,Total,16,25,25,23,25,18,22,10,16,26,17,16
MU,2911857,Heliópolis (BA),Total,Total,13,11,11,12,8,9,5,11,7,9,2,7
MU,2911907,Iaçu (BA),Total,Total,30,35,42,41,43,35,34,31,50,24,27,17
MU,2912004,Ibiassucê (BA),Total,Total,8,9,8,4,7,5,10,11,11,6,5,12
MU,2912103,Ibicaraí (BA),Total,Total,20,16,23,29,23,16,21,30,15,22,19,19
MU,2912202,Ibicoara (BA),Total,Total,18,19,28,16,23,29,24,22,21,27,20,24
MU,2912301,Ibicuí (BA),Total,Total,11,9,12,20,17,13,12,15,11,20,3,11
MU,2912400,Ibipeba (BA),Total,Total,15,11,16,17,23,21,20,22,17,16,14,17
MU,2912509,Ibipitanga (BA),Total,Total,16,18,19,14,12,16,11,8,13,13,12,14
MU,2912608,Ibiquera (BA),Total,Total,8,1,9,4,4,5,3,4,4,10,3,2
MU,2912707,Ibirapitanga (BA),Total,Total,33,28,36,35,42,37,32,40,29,20,20,30
MU,2912806,Ibirapuã (BA),Total,Total,12,13,12,12,6,13,12,15,16,11,11,19
MU,2912905,Ibirataia (BA),Total,Total,24,28,31,33,29,35,26,24,24,16,15,21
MU,2913002,Ibitiara (BA),Total,Total,10,13,21,19,16,10,21,18,13,13,11,13
MU,2913101,Ibititá (BA),Total,Total,20,23,16,16,25,28,27,19,18,18,17,14
MU,2913200,Ibotirama (BA),Total,Total,37,42,43,33,40,27,42,31,33,40,28,20
MU,2913309,Ichu (BA),Total,Total,3,2,5,1,7,3,8,5,2,1,1,3
MU,2913408,Igaporã (BA),Total,Total,17,17,18,13,13,11,16,15,12,11,11,12
MU,2913457,Igrapiúna (BA),Total,Total,17,17,22,9,25,18,30,23,15,14,20,23
MU,2913507,Iguaí (BA),Total,Total,18,26,30,34,19,30,26,25,33,21,17,25
MU,2913606,Ilhéus (BA),Total,Total,210,219,231,200,226,233,210,166,208,174,154,158
MU,2913705,Inhambupe (BA),Total,Total,35,40,35,58,62,38,48,43,46,36,32,33
MU,2913804,Ipecaetá (BA),Total,Total,14,12,12,15,17,14,16,17,14,15,10,13
MU,2913903,Ipiaú (BA),Total,Total,51,57,60,67,58,67,63,43,52,39,43,46
MU,2914000,Ipirá (BA),Total,Total,50,62,60,69,86,53,72,68,54,54,57,41
MU,2914109,Ipupiara (BA),Total,Total,3,3,9,10,10,8,5,10,10,9,6,4
MU,2914208,Irajuba (BA),Total,Total,6,12,9,7,11,5,6,5,9,5,5,4
MU,2914307,Iramaia (BA),Total,Total,12,10,10,13,5,7,12,9,7,10,4,8
MU,2914406,Iraquara (BA),Total,Total,19,36,19,36,33,33,23,44,23,25,38,33
MU,2914505,Irará (BA),Total,Total,38,38,47,37,29,32,32,33,24,30,25,38
MU,2914604,Irecê (BA),Total,Total,79,84,113,103,88,84,86,67,80,87,89,88
MU,2914653,Itabela (BA),Total,Total,44,53,50,38,47,50,35,46,40,35,33,32
MU,2914703,Itaberaba (BA),Total,Total,61,90,82,78,88,73,73,65,79,76,65,63
MU,2914802,Itabuna (BA),Total,Total,241,246,288,258,251,245,221,189,201,192,160,161
MU,2914901,Itacaré (BA),Total,Total,28,32,27,33,35,25,25,32,29,14,20,26
MU,2915007,Itaeté (BA),Total,Total,14,10,17,13,36,15,15,17,13,12,15,13
MU,2915106,Itagi (BA),Total,Total,14,20,23,20,24,8,14,18,23,14,14,12
MU,2915205,Itagibá (BA),Total,Total,19,15,24,27,21,19,16,17,13,21,7,9
MU,2915304,Itagimirim (BA),Total,Total,8,9,5,2,10,9,5,10,12,9,12,9
MU,2915353,Itaguaçu da Bahia (BA),Total,Total,12,7,14,18,12,16,12,6,13,18,10,16
MU,2915403,Itaju do Colônia (BA),Total,Total,2,10,14,8,9,8,13,8,6,4,5,4
MU,2915502,Itajuípe (BA),Total,Total,13,19,24,17,25,25,26,17,21,17,15,23
MU,2915601,Itamaraju (BA),Total,Total,81,80,111,106,99,92,83,82,91,75,67,66
MU,2915700,Itamari (BA),Total,Total,10,5,9,11,8,12,8,12,10,10,6,10
MU,2915809,Itambé (BA),Total,Total,33,22,23,28,21,30,23,30,27,27,28,21
MU,2915908,Itanagra (BA),Total,Total,7,7,5,9,11,2,8,8,6,6,8,9
MU,2916005,Itanhém (BA),Total,Total,14,24,23,19,20,22,17,12,14,14,15,11
MU,2916104,Itaparica (BA),Total,Total,30,15,23,14,34,33,31,28,25,17,22,20
MU,2916203,Itapé (BA),Total,Total,6,9,7,8,14,8,9,11,7,5,6,8
MU,2916302,Itapebi (BA),Total,Total,15,16,7,19,14,16,15,15,8,11,8,15
MU,2916401,Itapetinga (BA),Total,Total,79,71,92,87,82,98,80,72,68,79,65,66
MU,2916500,Itapicuru (BA),Total,Total,36,33,33,37,38,31,20,28,33,31,22,24
MU,2916609,Itapitanga (BA),Total,Total,9,11,11,11,14,16,14,8,9,11,7,10
MU,2916708,Itaquara (BA),Total,Total,7,7,11,14,12,9,7,5,5,12,6,16
MU,2916807,Itarantim (BA),Total,Total,17,13,29,18,28,16,18,23,20,7,14,18
MU,2916856,Itatim (BA),Total,Total,19,23,26,22,28,17,16,18,17,18,18,23
MU,2916906,Itiruçu (BA),Total,Total,9,11,15,19,13,10,12,13,12,8,8,12
MU,2917003,Itiúba (BA),Total,Total,31,44,48,41,51,34,36,28,46,38,37,23
MU,2917102,Itororó (BA),Total,Total,17,13,22,12,25,19,23,18,15,16,10,11
MU,2917201,Ituaçu (BA),Total,Total,13,22,26,14,28,15,16,22,25,17,19,18
MU,2917300,Ituberá (BA),Total,Total,26,26,47,35,29,26,25,38,29,17,21,21
MU,2917334,Iuiu (BA),Total,Total,10,19,12,9,11,13,10,9,10,10,6,7
MU,2917359,Jaborandi (BA),Total,Total,8,16,10,13,6,9,12,11,9,8,12,8
MU,2917409,Jacaraci (BA),Total,Total,10,10,14,10,8,9,6,12,18,9,10,13
MU,2917508,Jacobina (BA),Total,Total,92,88,111,102,141,118,102,118,87,87,72,71
MU,2917607,Jaguaquara (BA),Total,Total,50,53,66,67,61,85,55,54,40,65,51,50
MU,2917706,Jaguarari (BA),Total,Total,21,29,37,33,47,35,41,36,27,34,26,35
MU,2917805,Jaguaripe (BA),Total,Total,18,15,30,13,21,22,12,13,17,17,12,23
MU,2917904,Jandaíra (BA),Total,Total,7,1,11,12,10,13,13,10,6,8,4,7
MU,2918001,Jequié (BA),Total,Total,185,184,218,227,191,175,211,183,173,158,139,165
MU,2918100,Jeremoabo (BA),Total,Total,45,46,46,40,45,47,41,22,38,34,32,36
MU,2918209,Jiquiriçá (BA),Total,Total,6,16,14,13,5,11,16,14,13,12,11,11
MU,2918308,Jitaúna (BA),Total,Total,21,11,23,16,13,20,20,21,19,11,13,15
MU,2918357,João Dourado (BA),Total,Total,36,31,41,35,35,38,38,28,40,31,28,29
MU,2918407,Juazeiro (BA),Total,Total,350,326,356,357,371,334,331,311,280,301,288,260
MU,2918456,Jucuruçu (BA),Total,Total,7,13,9,13,7,11,14,13,10,13,4,6
MU,2918506,Jussara (BA),Total,Total,23,13,21,23,14,18,13,15,19,17,21,19
MU,2918555,Jussari (BA),Total,Total,7,9,12,5,8,4,4,9,7,5,4,10
