 Nascidos vivos - Brasil
Nascim p/resid.mãe por Município e Mês do nascimento
Período:1999
"Município";"Janeiro";"Fevereiro";"Março";"Abril";"Maio";"Junho";"Julho";"Agosto";"Setembro";"Outubro";"Novembro";"Dezembro";"Ignorado";"Total"
"430915 Gramado Xavier";7;2;4;7;3;12;8;6;4;11;7;7;-;78
"430920 Gravataí";373;363;399;402;397;466;440;397;399;336;336;352;-;4660
"430925 Guabiju";-;-;-;1;-;-;1;3;3;1;2;2;-;13
"430930 Guaíba";149;134;159;181;181;159;178;175;197;163;140;151;-;1967
"430940 Guaporé";26;26;21;22;33;23;30;26;18;16;31;23;-;295
"430950 Guarani das Missões";8;6;15;20;12;12;8;13;13;14;14;17;-;152
"430955 Harmonia";5;5;5;2;4;2;2;3;7;2;5;6;-;48
"430710 Herval";12;9;18;11;15;8;14;10;8;5;8;15;-;133
"430957 Herveiras";5;1;8;3;7;5;2;11;4;2;5;8;-;61
"430960 Horizontina";26;14;28;28;27;18;20;22;21;25;15;23;-;267
"430965 Hulha Negra";5;12;10;10;13;12;11;8;10;11;6;9;-;117
"430970 Humaitá";2;10;7;2;7;7;4;12;6;3;3;9;-;72
"430975 Ibarama";6;5;8;10;8;6;14;7;8;10;7;5;-;94
"430980 Ibiaçá";5;5;3;4;7;3;5;3;4;9;3;5;-;56
"430990 Ibiraiaras";12;5;9;12;11;10;6;12;15;7;13;11;-;123
"430995 Ibirapuitã";4;12;6;9;10;7;6;2;6;5;8;6;-;81
"431000 Ibirubá";21;21;30;29;21;18;30;31;16;18;12;22;-;269
"431010 Igrejinha";44;47;51;54;51;45;50;41;51;46;33;47;-;560
"431020 Ijuí";121;98;137;124;136;115;127;102;129;103;116;105;-;1413
"431030 Ilópolis";5;6;4;6;5;8;5;6;5;4;7;3;-;64
"431033 Imbé";23;14;17;16;19;17;16;21;19;20;15;13;-;210
"431036 Imigrante";4;4;-;4;4;2;2;2;4;2;-;1;-;29
"431040 Independência";8;13;12;9;3;7;11;16;5;3;7;6;-;100
"431041 Inhacorá";5;5;2;3;2;2;5;2;4;5;5;5;-;45
"431043 Ipê";7;4;7;2;3;4;6;3;7;4;1;6;-;54
"431046 Ipiranga do Sul";2;1;4;3;-;1;-;1;2;4;1;-;-;19
"431050 Iraí";10;10;18;14;15;8;7;16;14;12;15;13;-;152
"431053 Itaara";4;5;2;8;9;4;3;12;4;9;3;6;-;69
"431055 Itacurubi";6;1;3;3;3;8;5;8;1;5;7;5;-;55
"431057 Itapuca";4;5;9;2;4;1;3;3;2;8;4;7;-;52
"431060 Itaqui";101;56;99;64;83;86;80;76;73;66;60;72;-;916
"431070 Itatiba do Sul";6;2;7;10;4;9;11;9;3;9;9;6;-;85
"431075 Ivorá";6;2;1;1;1;2;2;2;3;3;3;2;-;28
"431080 Ivoti";21;20;30;22;16;22;18;23;16;17;19;16;-;240
"431085 Jaboticaba";7;4;13;9;4;6;7;8;7;7;14;6;-;92
"431090 Jacutinga";2;3;10;2;2;7;6;6;9;3;3;1;-;54
"431100 Jaguarão";44;36;49;43;51;45;37;55;50;46;42;52;-;550
"431110 Jaguari";6;19;10;9;17;19;12;10;17;16;23;14;-;172
"431112 Jaquirana";11;7;10;8;10;8;10;10;13;11;7;10;-;115
"431113 Jari";6;4;5;6;5;6;3;2;4;3;3;6;-;53
"431115 Jóia";11;7;11;9;16;14;11;7;12;10;14;9;-;131
"431120 Júlio de Castilhos";40;29;30;40;37;33;30;48;34;30;29;29;-;409
"431127 Lagoa dos Três Cantos";-;-;-;2;2;-;1;2;1;-;1;-;-;9
"431130 Lagoa Vermelha";53;29;44;55;49;39;44;53;52;41;39;42;-;540
"431125 Lagoão";9;5;10;7;6;11;13;13;15;12;10;9;-;120
"431140 Lajeado";85;78;84;104;93;99;83;92;69;78;81;97;-;1043
"431142 Lajeado do Bugre";3;6;2;5;4;-;2;1;6;6;2;1;-;38
"431150 Lavras do Sul";10;8;12;7;17;5;6;7;19;16;13;12;-;132
"431160 Liberato Salzano";13;7;5;8;15;8;10;9;11;9;8;11;-;114
"431162 Lindolfo Collor";1;2;4;4;6;5;6;6;5;6;5;3;-;53
"431164 Linha Nova";-;-;-;2;4;2;3;-;1;1;1;1;-;15
"431171 Maçambará";3;3;7;3;2;2;1;2;5;-;-;1;-;29
"431170 Machadinho";15;11;13;9;8;5;5;11;6;7;16;11;-;117
"431173 Mampituba";8;4;7;5;4;15;3;1;8;9;6;2;-;72
"431175 Manoel Viana";10;6;7;9;9;12;8;4;6;7;4;5;-;87
"431177 Maquiné";5;5;11;4;9;10;16;12;17;10;14;12;-;125
"431179 Maratá";2;3;2;1;2;1;3;6;3;3;-;1;-;27
"431180 Marau";42;35;39;19;38;45;60;42;31;32;45;29;-;457
"431190 Marcelino Ramos";3;9;3;6;9;8;9;6;7;7;7;6;-;80
"431198 Mariana Pimentel";2;1;4;6;8;3;2;5;9;2;3;3;-;48
"431200 Mariano Moro";4;3;5;1;2;4;2;3;1;2;3;4;-;34
"431205 Marques de Souza";5;4;3;4;6;4;2;2;1;3;1;5;-;40
"431210 Mata";6;8;7;7;9;16;4;4;8;4;11;11;-;95
"431213 Mato Castelhano";1;2;5;1;2;2;2;6;4;2;4;-;-;31
"431215 Mato Leitão";3;3;4;3;-;-;-;1;6;1;5;4;-;30
"431220 Maximiliano de Almeida";11;11;8;10;9;13;7;14;9;7;6;7;-;112
"431225 Minas do Leão";11;12;8;16;21;14;9;18;11;8;8;15;-;151
"431230 Miraguaí";3;8;9;11;10;15;7;14;12;19;7;9;-;124
"431235 Montauri";-;1;1;1;1;1;-;2;-;1;1;1;-;10
"431237 Monte Alegre dos Campos";2;4;5;5;3;3;4;5;4;4;6;7;-;52
"431238 Monte Belo do Sul";-;1;4;2;-;-;1;2;1;1;4;3;-;19
"431240 Montenegro";88;85;99;91;91;92;84;82;89;90;81;81;-;1053
"431242 Mormaço";1;3;6;3;3;4;4;3;2;1;3;2;-;35
"431244 Morrinhos do Sul";6;5;7;3;3;4;2;3;6;1;8;1;-;49
"431245 Morro Redondo";6;3;3;7;6;3;6;10;6;7;9;6;-;72
"431247 Morro Reuter";4;5;5;2;4;2;8;4;8;2;4;3;-;51
"431250 Mostardas";17;15;15;13;22;11;16;21;20;23;18;16;-;207
"431260 Muçum";9;8;4;2;3;3;4;3;3;7;6;3;-;55
"431261 Muitos Capões";4;7;1;2;2;1;3;4;6;5;9;3;-;47
"431262 Muliterno";1;3;3;4;5;2;1;1;9;3;4;2;-;38
"431265 Não-Me-Toque";22;15;22;24;24;16;22;21;25;20;22;21;-;254
"431267 Nicolau Vergueiro";3;4;5;2;3;6;2;3;5;-;1;2;-;36
"431270 Nonoai";29;24;25;22;24;20;29;27;23;22;30;15;-;290
"431275 Nova Alvorada";3;4;1;3;2;5;4;4;4;2;2;6;-;40
"431280 Nova Araçá";1;4;2;-;2;1;2;-;2;4;2;2;-;22
"431290 Nova Bassano";15;9;6;13;10;12;7;9;7;5;7;6;-;106
"431295 Nova Boa Vista";3;1;2;2;1;1;3;4;2;2;1;3;-;25
"431300 Nova Bréscia";3;3;3;6;3;3;7;4;4;3;5;6;-;50
"431301 Nova Candelária";6;4;4;4;4;1;3;2;2;3;1;2;-;36
"431303 Nova Esperança do Sul";4;7;5;2;1;1;5;8;3;4;2;4;-;46
"431306 Nova Hartz";25;16;22;27;27;27;22;14;14;21;15;24;-;254
"431308 Nova Pádua";3;-;2;1;3;4;1;3;1;4;-;-;-;22
"431310 Nova Palma";16;7;9;10;13;8;7;14;7;10;8;9;-;118
"431320 Nova Petrópolis";21;15;15;25;20;19;21;15;22;17;12;13;-;215
"431330 Nova Prata";14;23;25;26;22;34;30;30;24;32;24;21;-;305
"431333 Nova Ramada";5;1;3;3;8;1;3;7;2;1;2;4;-;40
"431335 Nova Roma do Sul";1;4;1;2;4;4;4;8;1;3;4;1;-;37
"431337 Nova Santa Rita";22;22;20;24;22;23;31;16;24;22;19;18;-;263
"431349 Novo Barreiro";7;6;6;5;11;4;4;7;10;6;1;10;-;77
"431339 Novo Cabrais";5;2;2;1;4;1;4;4;7;4;2;4;-;40
"431340 Novo Hamburgo";324;328;348;379;394;386;388;390;362;372;325;320;-;4316
"431342 Novo Machado";2;10;6;3;6;3;4;4;2;8;3;5;-;56
"431344 Novo Tiradentes";4;-;5;-;3;2;3;3;5;2;6;2;-;35
"431350 Osório";51;55;59;53;63;67;66;68;44;64;49;71;-;710
"431360 Paim Filho";11;10;9;2;12;5;5;5;5;5;5;5;-;79
"431365 Palmares do Sul";17;17;21;20;18;21;20;20;13;19;22;18;-;226
"431370 Palmeira das Missões";67;70;86;61;71;83;60;62;62;59;48;67;-;796
"431380 Palmitinho";6;11;10;11;8;14;11;13;9;9;3;9;-;114
"431390 Panambi";79;59;44;60;64;61;76;48;48;49;26;40;-;654
"431395 Pantano Grande";19;12;13;22;13;14;15;16;14;16;11;25;-;190
"431400 Paraí";4;5;9;4;9;5;8;6;7;8;4;8;-;77
"431402 Paraíso do Sul";3;9;3;10;8;3;4;9;9;6;5;3;-;72
"431403 Pareci Novo";6;4;4;4;1;3;3;3;4;3;2;2;-;39
"431405 Parobé";57;72;84;89;84;73;73;83;94;74;61;62;-;906
"431406 Passa Sete";6;4;9;9;7;7;9;13;12;7;8;10;-;101
"431407 Passo do Sobrado";4;2;2;5;3;2;4;5;-;3;3;4;-;37
"431410 Passo Fundo";321;264;271;263;324;247;305;288;302;251;240;258;-;3334
"431415 Paverama";9;3;6;2;2;3;1;2;6;6;5;3;-;48
"431420 Pedro Osório";6;14;9;14;13;8;12;15;12;7;14;18;-;142
"431430 Pejuçara";4;3;2;4;8;4;2;2;1;2;1;4;-;37
"431440 Pelotas";525;458;497;496;514;531;554;544;497;534;458;465;-;6073
"431442 Picada Café";8;4;4;3;8;6;7;1;7;2;4;4;-;58
"431445 Pinhal";4;2;2;2;2;6;4;2;8;4;2;7;-;45
"431447 Pinhal Grande";10;5;5;7;11;4;19;8;9;6;7;5;-;96
"431449 Pinheirinho do Vale";7;3;8;10;1;10;9;7;12;5;4;9;-;85
"431450 Pinheiro Machado";18;26;19;22;22;15;13;23;24;22;23;21;-;248
"431455 Pirapó";3;4;6;4;2;-;4;4;4;5;3;3;-;42
"431460 Piratini";22;19;25;16;26;26;28;25;33;27;26;15;-;288
"431470 Planalto";11;18;19;21;28;17;23;15;22;16;16;18;-;224
"431475 Poço das Antas";2;1;1;1;2;2;1;1;2;1;2;-;-;16
"431477 Pontão";4;7;7;5;6;6;9;6;7;10;5;7;-;79
"431478 Ponte Preta";2;3;3;-;5;1;2;1;-;3;2;2;-;24
"431480 Portão";35;34;28;36;36;27;40;47;35;46;31;39;-;434
"431490 Porto Alegre";1989;1763;1989;2014;2098;2126;2166;2059;2068;1984;1789;1825;-;23870
"431500 Porto Lucena";5;5;12;5;4;5;9;9;7;6;2;4;-;73
"431505 Porto Mauá";3;2;2;-;2;2;4;1;5;1;2;2;-;26
"431507 Porto Vera Cruz";1;1;5;-;-;2;4;1;3;-;1;2;-;20
"431510 Porto Xavier";23;13;17;14;27;16;17;25;22;19;16;15;-;224
"431513 Pouso Novo";-;1;3;3;4;3;1;4;2;1;1;4;-;27
"431514 Presidente Lucena";2;3;3;-;-;1;4;3;5;3;1;2;-;27
"431515 Progresso";3;8;8;13;15;10;12;7;6;16;6;9;-;113
"431517 Protásio Alves";2;1;-;-;3;5;-;-;2;3;4;1;-;21
"431520 Putinga";5;4;4;3;5;6;9;3;6;5;9;7;-;66
"431530 Quaraí";47;48;41;31;37;49;48;38;47;30;19;36;-;471
"431532 Quevedos";2;7;3;4;4;3;1;4;10;4;1;4;-;47
"431535 Quinze de Novembro";7;3;4;-;3;2;4;3;2;2;2;3;-;35
"431540 Redentora";23;20;20;21;20;21;20;26;38;38;31;20;-;298
"431545 Relvado";3;-;2;-;-;-;1;2;3;-;1;-;-;12
"431550 Restinga Seca";16;21;24;17;27;30;25;23;25;20;19;17;-;264
"431555 Rio dos Índios";7;3;5;4;9;8;7;4;6;2;5;5;-;65
"431560 Rio Grande";292;271;324;288;335;296;316;296;310;299;281;272;-;3580
"431570 Rio Pardo";54;52;43;55;67;68;66;53;56;40;44;51;-;649
"431575 Riozinho";9;6;8;15;10;7;3;3;1;3;8;2;-;75
"431580 Roca Sales";9;10;7;4;8;9;9;10;11;9;4;11;-;101
"431590 Rodeio Bonito";7;11;8;8;8;6;6;11;4;5;8;9;-;91
"431600 Rolante";22;17;28;29;33;24;33;27;22;24;24;5;-;288
"431610 Ronda Alta";11;10;14;12;9;17;18;14;9;15;13;17;-;159
"431620 Rondinha";5;3;7;2;6;9;14;4;5;5;8;1;-;69
"431630 Roque Gonzales";16;9;11;7;10;12;12;12;7;8;8;10;-;122
"431640 Rosário do Sul";64;57;86;64;60;62;71;68;78;79;67;64;-;820
"431642 Sagrada Família";3;1;-;5;1;1;5;-;5;2;6;4;-;33
"431643 Saldanha Marinho";6;2;6;3;3;2;1;1;2;7;3;2;-;38
"431645 Salto do Jacuí";27;21;10;15;20;16;20;19;11;18;15;3;-;195
"431647 Salvador das Missões";4;4;3;3;3;2;2;1;2;1;3;3;-;31
"431650 Salvador do Sul";12;7;8;10;14;11;8;9;12;10;7;14;-;122
"431660 Sananduva";12;11;13;21;12;19;21;16;16;22;13;18;-;194
"431710 Sant'Ana do Livramento";136;150;181;150;157;156;172;163;167;137;136;142;-;1847
"431670 Santa Bárbara do Sul";11;19;16;20;15;17;22;14;15;11;10;-;-;170
"431675 Santa Clara do Sul";2;2;5;5;5;6;5;1;5;4;2;4;-;46
"431680 Santa Cruz do Sul";151;143;162;180;179;172;190;200;130;163;152;142;-;1964
"431690 Santa Maria";359;321;412;361;378;348;389;375;382;380;302;318;-;4325
"431695 Santa Maria do Herval";6;4;1;6;10;8;10;10;5;10;5;6;-;81
"431720 Santa Rosa";87;99;103;114;104;102;126;90;90;117;79;92;-;1203
"431725 Santa Tereza";1;1;2;3;4;-;2;2;-;-;-;1;-;16
"431730 Santa Vitória do Palmar";49;49;50;51;72;57;65;55;56;50;52;44;-;650
"431700 Santana da Boa Vista";10;16;15;12;10;9;8;7;12;26;10;14;-;149
"431740 Santiago";73;69;88;75;61;102;86;79;86;64;85;67;-;935
"431750 Santo Ângelo";135;129;145;122;116;121;127;121;118;132;106;118;-;1490
"431760 Santo Antônio da Patrulha";33;46;51;59;63;52;51;49;53;53;39;51;-;600
"431770 Santo Antônio das Missões";22;22;19;14;20;16;19;13;14;25;18;26;-;228
"431755 Santo Antônio do Palma";2;4;1;2;1;5;1;4;3;6;4;1;-;34
"431775 Santo Antônio do Planalto";3;1;3;3;5;-;3;4;4;3;1;-;-;30
"431780 Santo Augusto";29;21;21;24;27;20;25;26;28;15;12;28;-;276
"431790 Santo Cristo";17;15;13;23;16;20;25;13;21;24;18;20;-;225
"431795 Santo Expedito do Sul";2;-;2;-;1;3;2;3;5;3;4;3;-;28
"431800 São Borja";116;107;111;109;143;130;112;127;90;111;105;77;-;1338
"431805 São Domingos do Sul";4;3;5;2;-;2;1;5;5;7;-;1;-;35
"431810 São Francisco de Assis";27;15;24;27;41;24;39;29;34;30;20;22;-;332
"431820 São Francisco de Paula";35;26;35;43;41;41;33;40;24;37;28;30;-;413
"431830 São Gabriel";103;99;104;92;95;102;98;103;110;104;83;81;-;1174
"431840 São Jerônimo";38;31;41;32;39;30;36;27;30;38;35;33;-;410
"431842 São João da Urtiga";4;2;6;1;7;4;4;3;8;7;4;8;-;58
"431843 São João do Polêsine";2;-;2;4;4;2;3;4;2;1;3;1;-;28
"431844 São Jorge";5;1;2;2;2;3;3;3;1;2;1;-;-;25
"431845 São José das Missões";1;2;1;2;9;1;5;3;9;2;2;4;-;41
"431846 São José do Herval";1;3;2;4;2;4;5;2;3;9;7;8;-;50
"431848 São José do Hortêncio";2;3;3;7;2;3;4;3;2;3;6;-;-;38
"431849 São José do Inhacorá";2;4;2;1;7;1;4;1;-;1;4;2;-;29
"431850 São José do Norte";23;32;30;34;36;49;39;40;44;27;44;19;-;417
"431860 São José do Ouro";9;7;4;9;9;7;13;8;11;7;10;10;-;104
"431862 São José dos Ausentes";-;2;4;5;5;4;2;5;7;6;1;8;-;49
"431870 São Leopoldo";352;309;359;331;363;383;363;356;364;349;323;306;-;4158
"431880 São Lourenço do Sul";49;56;58;58;65;64;59;84;55;58;53;55;-;714
"431890 São Luiz Gonzaga";73;62;57;56;69;67;74;58;65;62;49;40;-;732
"431900 São Marcos";15;19;21;20;24;22;36;21;29;22;19;19;-;267
"431910 São Martinho";5;6;9;10;7;7;3;11;7;6;5;5;-;81
"431912 São Martinho da Serra";2;4;-;7;2;4;2;4;2;2;-;5;-;34
"431915 São Miguel das Missões";10;12;12;8;8;20;9;12;17;16;13;9;-;146
"431920 São Nicolau";11;10;13;13;8;13;7;15;8;10;8;7;-;123
"431930 São Paulo das Missões";13;12;7;8;10;8;9;8;11;11;7;12;-;116
"431935 São Pedro da Serra";4;-;7;5;1;3;2;5;5;4;2;-;-;38
"431937 São Pedro do Butiá";-;1;2;3;5;3;-;1;2;6;1;4;-;28
"431940 São Pedro do Sul";28;22;20;17;19;14;27;18;26;18;21;28;-;258
"431950 São Sebastião do Caí";34;27;30;23;39;39;21;27;30;26;28;24;-;348
"431960 São Sepé";35;26;31;38;42;36;37;42;34;40;36;28;-;425
"431970 São Valentim";7;7;8;6;5;5;10;4;10;4;5;2;-;73
"431971 São Valentim do Sul";1;1;-;2;3;1;1;1;-;1;1;2;-;14
"431973 São Valério do Sul";5;2;6;8;3;4;5;4;8;2;3;1;-;51
"431975 São Vendelino";-;3;2;1;3;-;1;2;1;-;1;-;-;14
"431980 São Vicente do Sul";19;12;15;11;11;8;6;20;13;16;12;12;-;155
"431990 Sapiranga";129;126;133;137;131;130;123;145;129;113;123;113;-;1532
"432000 Sapucaia do Sul";227;217;220;212;248;231;230;187;224;234;186;206;-;2622
"432010 Sarandi";25;24;28;22;36;19;31;20;25;25;19;24;-;298
"432020 Seberi";12;18;19;8;12;15;27;15;20;7;11;11;-;175
"432023 Sede Nova";5;5;5;1;4;7;6;6;3;4;7;6;-;59
"432026 Segredo";8;6;9;8;9;13;9;6;8;9;14;10;-;109
"432030 Selbach";3;5;4;5;14;6;10;2;3;1;4;-;-;57
"432032 Senador Salgado Filho";2;5;4;1;4;3;1;5;2;4;6;1;-;38
"432035 Sentinela do Sul";8;2;12;6;5;6;3;6;3;10;8;6;-;75
"432040 Serafina Corrêa";15;10;9;20;15;12;17;18;14;11;10;17;-;168
"432045 Sério";4;1;1;2;5;1;2;5;5;4;4;2;-;36
"432050 Sertão";13;4;4;9;12;7;6;14;6;10;12;9;-;106
"432055 Sertão Santana";5;4;3;3;8;6;3;14;11;4;9;12;-;82
"432057 Sete de Setembro";3;4;-;1;1;4;3;3;6;1;7;1;-;34
"432060 Severiano de Almeida";3;5;4;5;8;5;2;9;3;3;5;8;-;60
"432065 Silveira Martins";-;2;3;1;5;3;2;4;1;3;2;3;-;29
"432067 Sinimbu";12;12;15;13;16;8;15;16;17;13;12;2;-;151
"432070 Sobradinho";21;23;23;21;19;40;39;27;22;18;23;28;-;304
"432080 Soledade";55;44;58;45;51;65;68;64;52;46;49;55;-;652
"432085 Tabaí";4;1;3;4;-;2;2;2;3;4;2;6;-;33
"432090 Tapejara";15;17;15;24;26;24;20;16;28;13;16;20;-;234
"432100 Tapera";20;15;15;11;14;8;9;17;8;7;9;14;-;147
"432110 Tapes";20;29;27;31;34;23;43;26;23;34;18;22;-;330
"432120 Taquara";76;76;101;72;69;76;67;91;77;80;76;66;-;927
"432130 Taquari";43;28;36;36;42;36;55;45;32;25;38;44;-;460
"432132 Taquaruçu do Sul";2;2;-;2;4;5;2;4;3;4;5;1;-;34
"432135 Tavares";5;4;5;5;5;6;-;2;1;-;1;1;-;35
"432140 Tenente Portela";36;29;34;27;33;37;33;23;29;26;25;25;-;357
"432143 Terra de Areia";17;12;12;25;12;20;18;19;21;12;11;12;-;191
"432145 Teutônia";35;30;35;24;39;21;16;2;23;20;23;23;-;291
"432147 Tiradentes do Sul";10;8;4;6;5;9;10;6;12;13;7;12;-;102
"432149 Toropi";3;1;3;5;2;4;1;6;6;1;6;4;-;42
"432150 Torres";48;48;59;49;59;47;72;55;50;54;39;47;-;627
"432160 Tramandaí";48;63;69;51;50;60;75;55;62;58;59;61;-;711
"432162 Travesseiro";-;6;-;2;3;1;2;-;4;1;3;1;-;23
"432163 Três Arroios";3;-;-;1;2;2;2;-;2;-;1;3;-;16
"432166 Três Cachoeiras";9;12;14;10;13;21;10;14;5;9;9;5;-;131
"432170 Três Coroas";17;37;39;32;35;18;28;34;34;25;27;26;-;352
"432180 Três de Maio";29;33;38;27;22;35;37;45;32;20;19;29;-;366
"432183 Três Forquilhas";8;3;4;8;2;3;3;5;3;8;8;3;-;58
"432185 Três Palmeiras";10;6;2;1;7;7;4;5;5;4;5;2;-;58
"432190 Três Passos";40;27;47;28;39;32;28;35;30;22;37;36;-;401
"432195 Trindade do Sul";10;10;9;18;12;14;18;10;10;6;10;5;-;132
"432200 Triunfo";43;28;23;33;30;43;42;51;37;34;29;45;-;438
"432210 Tucunduva";7;7;13;6;5;7;8;8;8;4;5;5;-;83
"432215 Tunas";5;6;5;6;14;8;12;6;4;9;8;10;-;93
"432218 Tupanci do Sul";1;2;3;2;2;3;1;2;3;1;5;4;-;29
"432220 Tupanciretã";37;40;36;36;34;24;23;39;24;31;25;30;-;379
"432225 Tupandi";5;1;4;2;5;2;3;3;2;4;5;3;-;39
"432230 Tuparendi";9;11;17;5;9;15;15;7;7;9;7;9;-;120
"432232 Turuçu";3;4;5;6;2;3;4;9;1;4;6;4;-;51
"432234 Ubiretama";-;6;4;4;2;4;5;3;2;4;1;3;-;38
"432235 União da Serra";-;1;-;1;2;-;1;-;1;-;-;1;-;7
"432237 Unistalda";5;2;3;4;8;7;5;5;5;5;2;6;-;57
"432240 Uruguaiana";295;259;256;232;264;265;259;246;260;236;211;236;-;3019
"432250 Vacaria";103;84;111;88;99;92;99;107;87;92;98;108;-;1168
"432253 Vale do Sol";16;11;14;16;11;25;13;20;11;19;10;11;-;177
"432254 Vale Real";3;3;6;7;4;5;3;4;8;3;3;3;-;52
"432252 Vale Verde";1;2;1;2;1;1;3;3;3;2;4;5;-;28
"432255 Vanini";1;-;2;3;1;3;3;1;2;1;1;3;-;21
"432260 Venâncio Aires";108;78;90;84;107;112;96;91;76;87;82;73;-;1084
"432270 Vera Cruz";24;15;33;36;42;31;42;30;36;32;25;23;-;369
"432280 Veranópolis";31;17;17;16;27;21;22;20;16;25;21;14;-;247
"432285 Vespasiano Correa";2;1;3;-;-;2;5;1;2;-;1;1;-;18
"432290 Viadutos";9;7;3;5;7;8;12;12;9;7;8;6;-;93
"432300 Viamão";406;391;386;414;437;416;421;448;391;408;396;371;-;4885
"432310 Vicente Dutra";11;8;15;11;17;8;12;17;12;6;9;8;-;134
"432320 Victor Graeff";5;3;7;1;4;3;4;1;3;4;6;6;-;47
"432330 Vila Flores";2;3;2;3;3;4;-;2;5;3;2;-;-;29
"432335 Vila Lângaro";-;1;3;3;2;4;4;3;4;3;3;1;-;31
"432340 Vila Maria";3;1;2;3;2;4;8;4;7;-;5;2;-;41
"432345 Vila Nova do Sul";2;3;6;7;2;5;3;4;6;4;4;3;-;49
"432350 Vista Alegre";6;4;5;3;7;3;2;5;3;2;3;6;-;49
"432360 Vista Alegre do Prata";2;1;-;2;-;-;-;2;2;1;1;5;-;16
"432370 Vista Gaúcha";4;1;3;2;6;6;5;3;5;4;3;5;-;47
"432375 Vitória das Missões";7;3;2;9;12;4;7;2;4;4;5;-;-;59
"432380 Xangri-lá";16;10;9;18;16;16;13;10;14;16;14;20;-;172
"430000 Município ignorado - RS";-;2;1;1;-;-;-;1;-;-;-;-;-;5
"500020 Água Clara";17;19;10;21;12;14;21;17;22;19;14;20;-;206
"500025 Alcinópolis";6;4;7;5;7;7;4;5;7;6;2;1;-;61
"500060 Amambai";50;48;55;56;53;47;68;54;52;60;60;58;-;661
"500070 Anastácio";34;31;48;41;46;51;48;50;39;31;36;16;-;471
"500080 Anaurilândia";19;9;10;11;11;9;14;10;15;9;11;9;-;137
"500085 Angélica";21;12;11;11;9;9;10;11;8;11;8;8;-;129
"500090 Antônio João";5;14;16;12;10;11;9;11;14;11;9;1;-;123
"500100 Aparecida do Taboado";29;39;24;26;29;36;33;38;33;21;25;32;-;365
"500110 Aquidauana";76;67;85;94;89;88;84;82;73;85;85;79;-;987
"500124 Aral Moreira";13;16;12;11;5;5;9;15;10;16;17;12;-;141
"500150 Bandeirantes";5;6;5;10;13;15;10;6;12;9;11;10;-;112
"500190 Bataguassu";24;25;27;24;30;30;29;21;20;30;17;32;-;309
"500200 Batayporã";20;16;18;23;25;17;15;13;16;16;19;17;-;215
"500210 Bela Vista";47;44;45;46;61;40;38;45;45;40;42;49;-;542
"500215 Bodoquena";13;23;26;17;15;16;13;18;13;20;10;12;-;196
"500220 Bonito";31;45;38;28;33;38;20;18;28;30;32;21;-;362
"500230 Brasilândia";20;18;23;18;21;16;23;22;19;12;9;24;-;225
"500240 Caarapó";52;29;43;35;40;29;40;35;34;39;32;33;-;441
"500260 Camapuã";25;27;24;26;23;33;21;26;30;18;20;16;-;289
"500270 Campo Grande";1065;1073;1238;1165;1130;1097;1103;826;1085;1035;967;1102;-;12886
"500280 Caracol";13;10;10;6;12;4;10;6;6;-;1;1;-;79
"500290 Cassilândia";37;25;45;34;26;35;27;31;25;26;25;26;-;362
"500295 Chapadão do Sul";17;13;14;18;11;6;17;19;6;11;12;3;-;147
"500310 Corguinho";3;2;3;3;2;3;4;1;3;2;1;4;-;31
"500315 Coronel Sapucaia";27;18;30;20;33;24;29;18;27;19;12;17;-;274
"500320 Corumbá";213;247;266;261;231;214;234;216;185;174;135;215;-;2591
"500325 Costa Rica";27;22;25;21;21;21;22;33;23;20;23;25;-;283
"500330 Coxim";61;57;51;58;63;50;59;63;47;59;46;35;-;649
"500345 Deodápolis";16;21;20;18;23;25;20;19;11;14;15;20;-;222
"500348 Dois Irmãos do Buriti";16;10;12;14;14;11;20;9;15;15;17;6;-;159
"500350 Douradina";5;5;10;5;3;5;5;7;4;-;3;3;-;55
"500370 Dourados";310;309;383;317;344;299;284;312;356;305;246;286;-;3751
"500375 Eldorado";19;18;31;31;23;29;39;26;27;23;32;-;-;298
"500380 Fátima do Sul";24;27;31;25;22;29;35;31;31;25;25;15;-;320
"500400 Glória de Dourados";20;12;19;10;16;12;16;13;14;14;9;3;-;158
"500410 Guia Lopes da Laguna";37;12;21;27;30;14;21;15;18;12;15;19;-;241
"500430 Iguatemi";28;29;22;19;27;21;25;16;30;20;23;25;-;285
"500440 Inocência";8;11;7;10;9;10;10;18;11;5;5;14;-;118
"500450 Itaporã";14;14;22;15;24;16;16;14;16;17;14;19;-;201
"500460 Itaquiraí";13;20;17;15;16;21;14;20;17;12;18;25;-;208
"500470 Ivinhema";19;31;47;32;52;38;24;36;36;27;31;1;-;374
"500480 Japorã";11;8;6;4;3;13;7;9;6;4;9;6;-;86
"500490 Jaraguari";5;2;6;2;3;2;5;1;3;4;4;1;-;38
"500500 Jardim";46;55;58;46;37;43;46;58;46;44;30;36;-;545
"500510 Jateí";7;8;6;2;6;9;4;3;4;9;3;4;-;65
"500515 Juti";4;6;9;8;9;7;10;9;10;11;1;4;-;88
"500520 Ladário";35;18;18;17;26;27;37;48;25;25;-;-;-;276
"500525 Laguna Carapã";3;17;9;5;10;6;8;8;7;3;10;7;-;93
"500540 Maracaju";64;59;55;51;48;50;48;45;51;44;43;33;-;591
"500560 Miranda";45;43;40;48;54;43;42;33;44;39;15;40;-;486
